id_str,lang,created_ts,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,text,user.id_str,user.screen_name,user.friends_count,user.statuses_count,user.followers_count,user.favourites_count,user.utc_offset,user.time_zone,user.created_ts,codes.0.first_code,codes.0.second_code.0,codes.0.second_code.1,codes.0.second_code.2,codes.0.second_code.3,geo.coordinates.0,geo.coordinates.1,entities.user_mentions.0.id_str,entities.user_mentions.0.screen_name,entities.user_mentions.1.id_str,entities.user_mentions.1.screen_name,entities.user_mentions.2.id_str,entities.user_mentions.2.screen_name,entities.user_mentions.3.id_str,entities.user_mentions.3.screen_name,entities.user_mentions.4.id_str,entities.user_mentions.4.screen_name,entities.user_mentions.5.id_str,entities.user_mentions.5.screen_name,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.hashtags.3.text,entities.hashtags.4.text,entities.hashtags.5.text,entities.urls.0.display_url,entities.urls.0.expanded_url,entities.urls.1.display_url,entities.urls.1.expanded_url,entities.urls.2.display_url,entities.urls.2.expanded_url,retweeted_status.id_str,retweeted_status.created_at,retweeted_status.text,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.user.screen_name,retweeted_status.user.id_str,retweeted_status.user.time_zone,retweeted_status.user.friends_count,retweeted_status.user.statuses_count,retweeted_status.user.followers_count
544330254714564000,en,2014-12-15T03:17:00Z,,,,RT @davidfarrier: ‰ÛÏ@theheraldsun: Hostages forced to hold up reported #ISIS flag in Martin Place shop window  http://t.co/0xXxnYnwU9‰Ûù no it‰Û_,2573578364,sharkySonS0n,1462,1481,850,654,,,2014-06-17T21:18:50Z,Affirm,,,,,,,20419879,davidfarrier,35466620,theheraldsun,,,,,,,,,ISIS,,,,,,,,,,,,5.44E+17,Mon Dec 15 00:47:20 +0000 2014,‰ÛÏ@theheraldsun: Hostages forced to hold up reported #ISIS flag in Martin Place shop window  http://t.co/0xXxnYnwU9‰Ûù no it's not u idiot,4,7,davidfarrier,20419879,Hawaii,799,33170,32586
544330263774633000,en,2014-12-15T03:17:02Z,,,,"RT @NBCNews: Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co‰Û_",560362455,stewardrobin,786,9936,854,1083,,,2012-04-22T13:05:57Z,Deny,,,,,,,14173315,NBCNews,,,,,,,,,,,,,,,,,nbcnews.to/1yPUwpJ,http://nbcnews.to/1yPUwpJ,,,,,5.44E+17,Mon Dec 15 02:51:53 +0000 2014,"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",111,20,NBCNews,14173315,Eastern Time (US & Canada),2894,44334,1954230
544330283257200000,en,2014-12-15T03:17:07Z,,,,RT @EndTimeHeadline: BREAKING NEWS Multiple Hostages in Sydney with ISIS Flag spotted: http://t.co/RlQ68Ys2kB via @YouTube,1409552341,LynnJepson1,461,40647,520,12206,-28800,Pacific Time (US & Canada),2013-05-07T06:27:11Z,Affirm,,,,,,,299776368,EndTimeHeadline,10228272,YouTube,,,,,,,,,,,,,,,youtu.be/wzGYa4gRkps?a,http://youtu.be/wzGYa4gRkps?a,,,,,5.44E+17,Mon Dec 15 02:53:50 +0000 2014,BREAKING NEWS Multiple Hostages in Sydney with ISIS Flag spotted: http://t.co/RlQ68Ys2kB via @YouTube,1,0,EndTimeHeadline,299776368,Eastern Time (US & Canada),1010,39095,4236
544330342992445000,en,2014-12-15T03:17:21Z,,,,RT @aramiskenderian: Hostages Taken in #Sydney Cafe as Islamic Flag Reportedly Flown #Australia #ISIS #sydneysiege  http://t.co/wdH5naYO01,2458410882,MsContrarianSci,2001,33444,1611,221,,,2014-04-22T16:51:09Z,Deny,Adjudicate,,,,,,53525377,aramiskenderian,,,,,,,,,,,Sydney,Australia,ISIS,sydneysiege,,,bloomberg.com/politics/artic‰Û_,http://www.bloomberg.com/politics/articles/2014-12-14/hostages-taken-in-sydney-cafe-as-islamic-flag-reportedly-flown,,,,,5.44E+17,Mon Dec 15 03:16:39 +0000 2014,Hostages Taken in #Sydney Cafe as Islamic Flag Reportedly Flown #Australia #ISIS #sydneysiege  http://t.co/wdH5naYO01,1,0,aramiskenderian,53525377,Pacific Time (US & Canada),734,13850,792
544330425926422000,en,2014-12-15T03:17:41Z,EhabMicha,5.44E+17,438922017,"@EhabMicha Here is the ISIS flag - the one in Sydney is the generic salafi-jihadist, al-Qaida, Nusra etc. flag  http://t.co/Rft0dWCLUe",753934206,SherifaZuhur,901,21424,1360,1215,-18000,Eastern Time (US & Canada),2012-08-12T22:49:47Z,Deny,,,,,,,438922017,EhabMicha,,,,,,,,,,,,,,,,,pri.org/stories/2014-0‰Û_,http://www.pri.org/stories/2014-09-04/ever-wonder-what-black-and-white-isis-flag-means,,,,,,,,,,,,,,,
544330468842565000,en,2014-12-15T03:17:51Z,latikambourke,5.44E+17,25036511,"@latikambourke how lame is The NSW Commissioner #MartinPlace if it was a rebel flag he would order in a sniper!
Tough law for one not #ISIS",38828884,convictstock,776,4780,342,87,,,2009-05-09T09:53:19Z,Unrelated,Adjudicate,,,,,,25036511,latikambourke,,,,,,,,,,,MartinPlace,ISIS,,,,,,,,,,,,,,,,,,,,,
544330509996679000,en,2014-12-15T03:18:01Z,,,,RT @StefSimanowitz: The flag held in #Sydney cafe window is a Shahadah flag (left) not an ISIS flag (right) #MartinPlace #sydneysiege http:‰Û_,341715725,shi2693,91,2182,74,580,,,2011-07-24T20:57:11Z,Deny,,,,,,,115393565,StefSimanowitz,,,,,,,,,,,Sydney,MartinPlace,sydneysiege,,,,,,,,,,5.44E+17,Mon Dec 15 00:25:56 +0000 2014,The flag held in #Sydney cafe window is a Shahadah flag (left) not an ISIS flag (right) #MartinPlace #sydneysiege http://t.co/lwbbGBRUW1,244,47,StefSimanowitz,115393565,London,2153,1901,4461
544330534143660000,en,2014-12-15T03:18:07Z,,,,"RT @pbolyard: Who cares if the flag in Sydney terrorist situation is a certified ISIS flag? It's the ideology, not the flag. Jihadists gonn‰Û_",18146764,karr_pe,1986,7970,737,110,-18000,Eastern Time (US & Canada),2008-12-15T21:08:52Z,Neutral,Uncertainty,,,,,,33806114,pbolyard,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Mon Dec 15 03:12:20 +0000 2014,"Who cares if the flag in Sydney terrorist situation is a certified ISIS flag? It's the ideology, not the flag. Jihadists gonna jihad.",1,0,pbolyard,33806114,,2235,15175,3435
544330563671568000,en,2014-12-15T03:18:14Z,,,,"RT @HillelNeuer: RT @MaajidNawaz The flag in Sydney attack is Islamist. Operationally, could be al-Qaida, ISIL, or ""self-starter."" http://t‰Û_",711734688,NicaRozier,202,2790,39,118,,,2012-07-23T03:39:05Z,Deny,Uncertainty,,,,,,22434517,HillelNeuer,46078438,MaajidNawaz,,,,,,,,,,,,,,,,,,,,,5.44E+17,Mon Dec 15 01:43:02 +0000 2014,"RT @MaajidNawaz The flag in Sydney attack is Islamist. Operationally, could be al-Qaida, ISIL, or ""self-starter."" http://t.co/IlCxhtpQXI",71,22,HillelNeuer,22434517,Paris,615,8222,12476
544330596579692000,en,2014-12-15T03:18:22Z,,,,Flag frequently used by Jabhat Al-Nusra and other armed Islamist groups but not ISIS #sydneysiege http://t.co/55qFYdaSAX @NBCNews,121876142,MicheleLeiby,294,354,130,27,-21600,Central Time (US & Canada),2010-03-10T22:08:52Z,Deny,,,,,,,14173315,NBCNews,,,,,,,,,,,sydneysiege,,,,,,nbcnews.to/1wxbydY,http://nbcnews.to/1wxbydY,,,,,,,,,,,,,,,
544330630256144000,en,2014-12-15T03:18:30Z,,,,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",15300388,PatDollard,8814,433229,41072,69,-28800,Pacific Time (US & Canada),2008-07-02T18:26:24Z,Affirm,,,,,,,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:17:34 +0000 2014,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",641,99,tomsteinfort,25777812,Melbourne,390,753,14631
544330736719761000,en,2014-12-15T03:18:55Z,,,,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",68184070,indydude454,1032,3113,429,2017,-25200,Arizona,2009-08-23T16:55:55Z,Affirm,,,,,,,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:17:34 +0000 2014,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",637,99,tomsteinfort,25777812,Melbourne,390,751,14631
544330810095312000,en,2014-12-15T03:19:12Z,,,,"""@NatashaCBS3: A hostage situation unfolding in a busy shopping area in Sydney Australia. Details on #CBS3."" U left out the ISIS FLAG...",82182044,RADNORTOWNSHIP,712,11000,1722,471,-18000,Eastern Time (US & Canada),2009-10-13T20:18:41Z,Affirm,Implicit,,,,,,534683380,NatashaCBS3,,,,,,,,,,,CBS3,,,,,,,,,,,,,,,,,,,,,,
544330816403156000,en,2014-12-15T03:19:14Z,,,,RT @aramiskenderian: Hostages Taken in #Sydney Cafe as Islamic Flag Reportedly Flown #Australia #ISIS #sydneysiege  http://t.co/wdH5naYO01,238265927,ChrissStreet,738,55734,890,14,-28800,Pacific Time (US & Canada),2011-01-14T19:27:02Z,Deny,Adjudicate,,,,,,53525377,aramiskenderian,,,,,,,,,,,Sydney,Australia,ISIS,sydneysiege,,,bloomberg.com/politics/artic‰Û_,http://www.bloomberg.com/politics/articles/2014-12-14/hostages-taken-in-sydney-cafe-as-islamic-flag-reportedly-flown,,,,,5.44E+17,Mon Dec 15 03:16:39 +0000 2014,Hostages Taken in #Sydney Cafe as Islamic Flag Reportedly Flown #Australia #ISIS #sydneysiege  http://t.co/wdH5naYO01,2,1,aramiskenderian,53525377,Pacific Time (US & Canada),734,13852,792
544330831570153000,en,2014-12-15T03:19:18Z,,,,RT @MicheleLeiby: Flag frequently used by Jabhat Al-Nusra and other armed Islamist groups but not ISIS #sydneysiege http://t.co/55qFYdaSAX ‰Û_,178308296,GublerFlu,568,8539,328,1383,3600,Madrid,2010-08-14T12:07:10Z,Deny,,,,,,,121876142,MicheleLeiby,14173315,NBCNews,,,,,,,,,sydneysiege,,,,,,nbcnews.to/1wxbydY,http://nbcnews.to/1wxbydY,,,,,5.44E+17,Mon Dec 15 03:18:22 +0000 2014,Flag frequently used by Jabhat Al-Nusra and other armed Islamist groups but not ISIS #sydneysiege http://t.co/55qFYdaSAX @NBCNews,1,0,MicheleLeiby,121876142,Central Time (US & Canada),294,352,130
544330857301827000,en,2014-12-15T03:19:24Z,,,,"RT @NBCNews: Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co‰Û_",2313361531,464646slim,124,552,252,127,28800,Beijing,2014-01-27T09:41:20Z,Deny,,,,,,,14173315,NBCNews,,,,,,,,,,,,,,,,,nbcnews.to/1yPUwpJ,http://nbcnews.to/1yPUwpJ,,,,,5.44E+17,Mon Dec 15 02:51:53 +0000 2014,"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",112,20,NBCNews,14173315,Eastern Time (US & Canada),2894,44338,1954299
544330876931571000,en,2014-12-15T03:19:28Z,,,,RT @afshineemrani: Black standard flag in Martin Place siege symbol of jihad and ISIS http://t.co/XuAS5GmlhW,952076527,Joanna95570029,70,2184,45,4087,,,2012-11-16T17:18:15Z,Affirm,Implicit,Adjudicate,,,,,73937639,afshineemrani,,,,,,,,,,,,,,,,,news.com.au/national/what-‰Û_,http://www.news.com.au/national/what-does-the-black-standard-flag-carried-by-isis-supporters-and-jihadists-mean/story-fncynjr2-1227156323738,,,,,5.44E+17,Mon Dec 15 03:13:53 +0000 2014,Black standard flag in Martin Place siege symbol of jihad and ISIS http://t.co/XuAS5GmlhW,1,0,afshineemrani,73937639,Pacific Time (US & Canada),4123,7957,6857
544330973287305000,en,2014-12-15T03:19:51Z,,,,"Whether it's the #ISIS flag or not, it won't change the fact that the terrorist holding 50 people is a #Muslim.
#SydneySiege",377554668,AlexandreAMCHIN,634,1274,551,1865,-18000,Eastern Time (US & Canada),2011-09-21T19:19:17Z,Neutral,Uncertainty,Adjudicate,,,,,,,,,,,,,,,,,ISIS,Muslim,SydneySiege,,,,,,,,,,,,,,,,,,,,
544330995827503000,en,2014-12-15T03:19:57Z,,,,"RT @NBCNews: Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co‰Û_",92445635,Davidshinault,710,2206,321,5,-18000,Eastern Time (US & Canada),2009-11-25T04:24:59Z,Deny,,,,,,,14173315,NBCNews,,,,,,,,,,,,,,,,,nbcnews.to/1yPUwpJ,http://nbcnews.to/1yPUwpJ,,,,,5.44E+17,Mon Dec 15 02:51:53 +0000 2014,"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",113,20,NBCNews,14173315,Eastern Time (US & Canada),2894,44335,1954232
544331005898010000,en,2014-12-15T03:19:59Z,,,,"RT @BlogsofWar: RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co‰Û_",39147494,ChicCutlet,1160,32002,822,13067,-18000,Eastern Time (US & Canada),2009-05-11T00:38:34Z,Affirm,,,,,,,14401607,BlogsofWar,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:20:32 +0000 2014,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/CRqVuAd0PN",167,19,BlogsofWar,14401607,,2848,147780,69631
544331012248186000,en,2014-12-15T03:20:01Z,,,,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",30540257,kmstexas,1993,4224,1578,2416,-21600,Central Time (US & Canada),2009-04-11T22:29:26Z,Affirm,,,,,,,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:17:34 +0000 2014,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",643,99,tomsteinfort,25777812,Melbourne,390,753,14632
544331115356762000,en,2014-12-15T03:20:25Z,,,,"New post: ""Hostages held in Sydney cafe. Reports of ISIS flag in window."" http://t.co/tdqqgrp7j1",2209950993,aldoortiz128,0,5579,4,0,,,2013-12-06T06:50:42Z,Affirm,,,,,,,,,,,,,,,,,,,,,,,,,ift.tt/1zTo223,http://ift.tt/1zTo223,,,,,,,,,,,,,,,
544331121564336000,en,2014-12-15T03:20:27Z,,,,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",2876670657,haleyea2_hale,370,231,147,56,,,2014-11-14T17:38:47Z,Affirm,,,,,,,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:17:34 +0000 2014,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",644,100,tomsteinfort,25777812,Melbourne,390,753,14632
544331236823408000,en,2014-12-15T03:20:54Z,,,,"RT @NBCNews: Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co‰Û_",81478994,mztaylor2u,1080,93102,1866,137,-18000,Eastern Time (US & Canada),2009-10-11T00:49:05Z,Deny,,,,,,,14173315,NBCNews,,,,,,,,,,,,,,,,,nbcnews.to/1yPUwpJ,http://nbcnews.to/1yPUwpJ,,,,,5.44E+17,Mon Dec 15 02:51:53 +0000 2014,"Flag held by Sydney hostage often used by Jabhat Al-Nusra &amp; other armed Islamist groups, but not ISIS, expert says http://t.co/ZtjDvjTt9c",114,20,NBCNews,14173315,Eastern Time (US & Canada),2894,44338,1954305
544331252695052000,en,2014-12-15T03:20:58Z,,,,"RT @HillelNeuer: RT @MaajidNawaz The flag in Sydney attack is Islamist. Operationally, could be al-Qaida, ISIL, or ""self-starter."" http://t‰Û_",235424114,ivanEcrit,405,8864,432,5694,-18000,Bogota,2011-01-08T04:16:56Z,Deny,Uncertainty,,,,,,22434517,HillelNeuer,46078438,MaajidNawaz,,,,,,,,,,,,,,,,,,,,,5.44E+17,Mon Dec 15 01:43:02 +0000 2014,"RT @MaajidNawaz The flag in Sydney attack is Islamist. Operationally, could be al-Qaida, ISIL, or ""self-starter."" http://t.co/IlCxhtpQXI",72,22,HillelNeuer,22434517,Paris,615,8222,12477
544331283464478000,en,2014-12-15T03:21:05Z,,,,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",14753485,ampereirab,1056,12791,1963,210,-10800,Santiago,2008-05-13T02:29:14Z,Affirm,,,,,,,25777812,tomsteinfort,,,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:17:34 +0000 2014,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",645,100,tomsteinfort,25777812,Melbourne,390,753,14633
544331306797371000,en,2014-12-15T03:21:11Z,YourAnonCentral,,373157754,"@YourAnonCentral #sydneysiege The flag ‰ÛÒ which appeared different from the one typically used by ISIS ‰ÛÒ was identified as the shahada,",20340256,gener8shun,71,233,25,5,39600,Hobart,2009-02-07T23:19:56Z,Deny,,,,,,,373157754,YourAnonCentral,,,,,,,,,,,sydneysiege,,,,,,,,,,,,,,,,,,,,,,
544331347318571000,en,2014-12-15T03:21:21Z,,,,RT @SkyNewsAust: Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‰Û÷There is no God but Allah and Muhammad is the messenger of G‰Û_,1658154254,Bloviate_Barbie,2414,49979,4687,39075,,,2013-08-09T16:42:30Z,Deny,,,,,,,16834659,SkyNewsAust,1269181292,liztilley84,,,,,,,,,,,,,,,,,,,,,5.44E+17,Sun Dec 14 23:45:51 +0000 2014,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‰Û÷There is no God but Allah and Muhammad is the messenger of God‰Ûª (@liztilley84),387,45,SkyNewsAust,16834659,Sydney,83887,114384,147172
544331432617721000,en,2014-12-15T03:21:41Z,,,,"RT @koertdebeuf: #sydneysiege : ISIS flag or not, this is what ISIS called for. They asked US/EU/Australian followers to take action. http:‰Û_",33279475,meinardus,554,6275,1437,700,3600,Belgrade,2009-04-19T18:56:48Z,Neutral,Uncertainty,Adjudicate,,,,,213326209,koertdebeuf,,,,,,,,,,,sydneysiege,,,,,,blogs.euobserver.com/debeuf/2014/09‰Û_,http://blogs.euobserver.com/debeuf/2014/09/22/message-of-isis-please-dont-attack-us/,,,,,5.44E+17,Mon Dec 15 02:33:38 +0000 2014,"#sydneysiege : ISIS flag or not, this is what ISIS called for. They asked US/EU/Australian followers to take action. http://t.co/B9FnJIp1FY",4,0,koertdebeuf,213326209,Athens,926,12503,6286
544331456332697000,en,2014-12-15T03:21:47Z,DailyMailAU,5.44E+17,1960878613,‰ÛÏ@DailyMailAU: SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/YJgelOvqSa http://t.co/htONQeyUYD‰Ûù,2183267589,Harleen514,697,6572,497,7977,,,2013-11-16T14:19:36Z,Affirm,,,,,,,1960878613,DailyMailAU,,,,,,,,,,,,,,,,,dailym.ai/134wluW,http://dailym.ai/134wluW,,,,,,,,,,,,,,,
